Keyword/Keyword Phrase,Related Terms,Volume,CPC,URL,Outbound Links
plumber,plumbers edinburgh,2900,6.11,http://www.abbeyhillplumbing.co.uk/,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumbers edinburgh,2900,6.11,https://www.albionplumbing.co.uk/,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumbers edinburgh,2900,6.11,https://www.emergencyplumbersedinburgh.co.uk/,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumbers edinburgh,2900,6.11,https://www.cullen-plumbing.co.uk/,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumbers edinburgh,2900,6.11,https://www.ratedpeople.com/local-plumbers/city-of-edinburgh/edinburgh,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumbers edinburgh,2900,6.11,http://williamsplumbingedinburgh.co.uk/,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumbers edinburgh,2900,6.11,http://www.murrayfieldplumbingandheating.co.uk/,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumber edinburgh,2400,7.59,https://www.trustedtrader.scot/Edinburgh/search.php?bus_type=Plumbers,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumber edinburgh,2400,7.59,https://www.gumtree.com/plumbing-services/edinburgh,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumber edinburgh,2400,7.59,https://www.mybuilder.com/plumbers/midlothian/edinburgh,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumber edinburgh,2400,7.59,https://www.yell.com/s/plumbers-edinburgh.html,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
plumber,plumber edinburgh,2400,7.59,https://threebestrated.co.uk/plumbers-in-edinburgh,"{OutboundLink1,OutboundLink2,OutboundLink3,OutboundLink4,OutboundLink5}"
